"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM1","Území","Uz0","Měsíce","CasM","Hodnota"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","leden 2018","2018-01","31114"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","únor 2018","2018-02","31262"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","březen 2018","2018-03","31688"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","duben 2018","2018-04","31773"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","květen 2018","2018-05","31986"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červen 2018","2018-06","31826"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červenec 2018","2018-07","31449"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","srpen 2018","2018-08","31619"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","září 2018","2018-09","30598"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","říjen 2018","2018-10","30503"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","listopad 2018","2018-11","30003"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","prosinec 2018","2018-12","29575"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","leden 2019","2019-01","29791"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","únor 2019","2019-02","29990"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","březen 2019","2019-03","30349"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","duben 2019","2019-04","30720"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","květen 2019","2019-05","31225"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červen 2019","2019-06","31390"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červenec 2019","2019-07","31986"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","srpen 2019","2019-08","31167"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","září 2019","2019-09","30865"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","říjen 2019","2019-10","29879"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","listopad 2019","2019-11","29625"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","prosinec 2019","2019-12","29537"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","leden 2020","2020-01","29434"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","únor 2020","2020-02","29636"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","březen 2020","2020-03","29805"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","duben 2020","2020-04","28984"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","květen 2020","2020-05","27962"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červen 2020","2020-06","27454"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červenec 2020","2020-07","28595"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","srpen 2020","2020-08","29132"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","září 2020","2020-09","29348"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","říjen 2020","2020-10","29289"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","listopad 2020","2020-11","28699"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","prosinec 2020","2020-12","27018"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","leden 2021","2021-01","27780"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","únor 2021","2021-02","27714"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","březen 2021","2021-03","29081"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","duben 2021","2021-04","29254"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","květen 2021","2021-05","30114"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červen 2021","2021-06","30361"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červenec 2021","2021-07","31047"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","srpen 2021","2021-08","31729"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","září 2021","2021-09","32257"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","říjen 2021","2021-10","32543"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","listopad 2021","2021-11","33097"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","prosinec 2021","2021-12","32960"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","leden 2022","2022-01","33361"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","únor 2022","2022-02","33809"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","březen 2022","2022-03","36055"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","duben 2022","2022-04","38960"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","květen 2022","2022-05","41901"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červen 2022","2022-06","42799"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červenec 2022","2022-07","42000"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","srpen 2022","2022-08","41909"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","září 2022","2022-09","42048"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","říjen 2022","2022-10","41451"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","listopad 2022","2022-11","41477"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","prosinec 2022","2022-12","40624"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","leden 2023","2023-01","40953"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","únor 2023","2023-02","40854"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","březen 2023","2023-03","40638"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","duben 2023","2023-04","40459"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","květen 2023","2023-05","40219"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červen 2023","2023-06","40521"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červenec 2023","2023-07","40122"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","srpen 2023","2023-08","41037"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","září 2023","2023-09","40768"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","říjen 2023","2023-10","39886"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","listopad 2023","2023-11","38714"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","prosinec 2023","2023-12","37251"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","leden 2024","2024-01","37458"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","únor 2024","2024-02","38643"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","březen 2024","2024-03","39684"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","duben 2024","2024-04","41080"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","květen 2024","2024-05","42100"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červen 2024","2024-06","42892"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červenec 2024","2024-07","42695"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","srpen 2024","2024-08","43335"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","září 2024","2024-09","43989"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","říjen 2024","2024-10","44146"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","listopad 2024","2024-11","45708"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","prosinec 2024","2024-12","45067"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","leden 2025","2025-01","46153"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","únor 2025","2025-02","47976"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","březen 2025","2025-03","51402"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","duben 2025","2025-04","54594"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","květen 2025","2025-05","55883"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červen 2025","2025-06","58860"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","červenec 2025","2025-07","60740"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","srpen 2025","2025-08","63250"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","září 2025","2025-09","63092"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","říjen 2025","2025-10","63238"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","listopad 2025","2025-11","61961"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","Česko","CZ","prosinec 2025","2025-12","61161"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Krávy jatečné v živém [t]","4310","Česko","CZ","říjen 2016","2016-10","19000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Krávy jatečné v živém [t]","4310","Česko","CZ","listopad 2016","2016-11","20600"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Krávy jatečné v živém [t]","4310","Česko","CZ","prosinec 2016","2016-12","21000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Krávy jatečné v živém [t]","4310","Česko","CZ","leden 2017","2017-01","21000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Krávy jatečné v živém [t]","4310","Česko","CZ","únor 2017","2017-02","22000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Krávy jatečné v živém [t]","4310","Česko","CZ","březen 2017","2017-03","22000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Krávy jatečné v živém [t]","4310","Česko","CZ","duben 2017","2017-04","20000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Krávy jatečné v živém [t]","4310","Česko","CZ","květen 2017","2017-05","20000"
